0.000000000000000000e+00 3.743517411743673556e-02 3.277319371330098680e-02 -1.420126242335129942e-02 -7.791788651600604215e-03 -1.738447197895055113e-02 9.704076127143209871e-03 2.050961940849924895e-03 6.109900376402392901e-04 1.120101082363688001e-03
1.000000000000000056e-01 6.377329818043704635e-02 -4.963626795638548944e-02 -5.701742845782317541e-03 -9.090377608519630698e-03 -6.168476828008963471e-03 5.941102512553054008e-03 -8.005716904453662533e-03 -7.642848345507273662e-03 -8.662630286502442586e-03
2.000000000000000111e-01 -2.043149951039579248e-01 7.176881709470107201e-03 -3.480076705563919792e-02 -4.649830557703611006e-02 -1.851004808362396309e-02 -1.092116020717331590e-02 -1.326135254670455892e-02 -1.362690747752220988e-02 -1.741229988082092922e-02
3.000000000000000444e-01 3.388714974232966831e-02 -5.120953938432790814e-02 2.355776593691571996e-04 -4.999643891910879323e-02 -2.211115765990534499e-03 -2.932502132890024010e-02 -2.345694708796519992e-02 -2.220897948759741752e-02 -2.091100915666296162e-02
4.000000000000000222e-01 -4.786789207528367729e-02 -6.946512986868268180e-02 -1.781472273560798930e-02 -1.772772498895372820e-02 -3.066843729823049564e-02 -2.194640776899528523e-02 -1.902450462895234271e-02 -2.136177583091590504e-02 -2.065384526790555592e-02
5.000000000000000000e-01 6.396797476861997012e-02 -8.371998318146753326e-02 -7.026822162333111466e-02 -4.802875077553590139e-03 -1.956856181669754807e-02 -2.254590692054433271e-02 -2.050980365924883961e-02 -2.080766798826603342e-02 -2.112017995665592743e-02
6.000000000000000888e-01 2.331419394115643862e-01 4.363100150839125529e-02 4.410757575333407177e-04 -3.377306771761749704e-02 -2.550916300819624366e-02 -1.078635790829064051e-02 -1.505322325975094570e-02 -1.653957255562639797e-02 -1.650958112364524569e-02
7.000000000000000666e-01 -9.629753514344538412e-02 -5.537544515194287725e-02 -2.215269929785517594e-02 -1.354180961419558862e-02 -2.756013232579021879e-02 -3.033016332983785868e-03 -1.164628211563850831e-02 -9.815449569789828563e-03 -1.180875109216175840e-02
8.000000000000000444e-01 -5.903173065029904132e-02 -5.010374224715266958e-04 -9.114347835609368231e-03 -2.469428453651257259e-03 -2.603449418106852827e-03 -9.079961722906117888e-03 -4.395021551024132396e-03 -4.315493882338489705e-03 -4.300766054477981291e-03
9.000000000000000222e-01 2.578145360669377162e-01 -3.418536323283027922e-02 -6.925797639704150965e-02 -8.888729108606014534e-03 1.121740089245535504e-02 -3.771744696333994423e-03 5.473234387370299464e-04 9.022226327275492674e-03 4.715400590844242255e-03
1.000000000000000000e+00 2.574433142007826469e-01 -3.940712038927013383e-02 2.523925103400192702e-03 -2.471864041239722753e-02 1.483637102103434018e-02 1.315680199378677778e-02 1.179427162260717095e-02 1.672085643770304664e-02 1.690836804399032181e-02
1.100000000000000089e+00 1.588860170883258927e-01 -1.195541279440784366e-03 3.416356126492788026e-02 1.904506955981392219e-02 2.357556999241670198e-02 3.000632133886610778e-02 2.722981244071407195e-02 2.690096021694073428e-02 2.909780212647575595e-02
1.200000000000000178e+00 1.918015883382515052e-03 1.418960852868910716e-01 2.598932117053157076e-03 3.667615111020815222e-02 3.773908336565613003e-02 4.443460775213507047e-02 4.051611416356684647e-02 4.034756483524009479e-02 3.941066474238000272e-02
1.300000000000000044e+00 -4.359729227194081291e-02 1.364868054634568173e-01 2.090655882687114664e-02 5.210863226268201698e-02 4.568393092148299167e-02 5.493163568864074114e-02 5.306382667980407558e-02 5.450984624426984115e-02 5.588838468070930765e-02
1.400000000000000133e+00 1.639052717422544991e-01 1.829528283168990743e-02 9.493542140729964440e-02 7.067743618838528974e-02 5.399774514926435759e-02 7.349890445096918246e-02 7.269522847755555128e-02 6.981926240831953789e-02 7.207325370520423213e-02
1.500000000000000000e+00 2.521873168320903219e-02 8.612002567140032705e-02 4.021536095039607989e-02 7.689351110926814781e-02 8.686870338563895677e-02 8.793940964858509846e-02 8.291936548170170118e-02 8.746446084401533760e-02 8.671232776361351147e-02
1.600000000000000089e+00 7.282100525328791263e-02 6.387061282612108148e-02 1.543279865259272465e-01 9.063678484970803806e-02 9.852208730094347278e-02 9.408786689821334315e-02 1.003957332737363956e-01 1.024439252877873407e-01 1.029361789688293949e-01
1.700000000000000178e+00 1.489808782219525229e-01 2.003884580005425020e-01 1.493101579751165975e-01 1.331608520986956867e-01 1.170535594762497217e-01 1.175448692829780817e-01 1.147277101851981729e-01 1.178879908110828517e-01 1.198825901682279982e-01
1.800000000000000044e+00 1.960257624739670801e-01 6.994559680464498830e-02 1.683478375759097090e-01 1.316105097800620016e-01 1.260003588243967798e-01 1.290592301294407884e-01 1.340995785554940922e-01 1.350944302453652157e-01 1.320179689871221751e-01
1.900000000000000133e+00 7.061205037507919946e-02 3.177745299818219848e-01 8.345781537487567681e-02 1.394831852927420623e-01 1.596413568965001639e-01 1.515531540987933024e-01 1.470248116351194623e-01 1.467518902690861105e-01 1.480381218366289275e-01
2.000000000000000000e+00 4.481639091245483153e-02 1.592131349637612714e-01 1.827925575029062943e-01 1.622316001100310989e-01 1.685256642494006307e-01 1.536556403803766568e-01 1.638254706350684708e-01 1.588454426625307003e-01 1.593028993522035419e-01
